Arrival_Date,State,District,Market,Commodity,Modal_Price
2025-07-08,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2600
2025-07-09,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2600
2025-07-10,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2600
2025-07-11,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2300
2025-07-14,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1800
2025-07-15,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1600
2025-07-16,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1700
2025-07-17,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1800
2025-07-18,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1800
2025-07-19,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2600
2025-07-21,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2700
2025-07-22,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2700
2025-07-23,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2700
2025-07-25,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2700
2025-07-28,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2500
2025-07-30,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2500
2025-07-31,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2500
2025-08-01,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2500
2025-08-02,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2500
2025-08-06,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2800
2025-08-07,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2800
2025-08-08,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2900
2025-08-11,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3600
2025-08-12,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2700
2025-08-13,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3600
2025-08-14,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3600
2025-08-18,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3400
2025-08-19,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3600
2025-08-20,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3600
2025-08-21,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3400
2025-08-22,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3400
2025-08-25,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3800
2025-08-26,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3800
2025-08-28,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3800
2025-08-29,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,3700
2025-09-01,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2600
2025-09-02,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2400
2025-09-03,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2400
2025-09-04,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2400
2025-09-06,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2400
2025-09-08,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-09,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-10,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-11,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-12,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-15,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-16,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-17,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-18,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-19,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1400
2025-09-20,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1400
2025-09-22,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1600
2025-09-23,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1600
2025-09-24,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1600
2025-09-25,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-26,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,1100
2025-09-29,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2600
2025-09-30,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,2600
2023-08-04,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,7000
2023-08-07,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,5000
2023-08-08,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,4000
2023-08-09,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,3500
2023-08-10,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,4000
2023-08-11,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,3500
2023-08-12,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,5500
2023-08-14,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,3000
2023-08-17,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2500
2023-08-18,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2500
2023-08-19,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1700
2023-08-22,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1600
2023-08-23,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1500
2023-08-24,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1400
2023-08-25,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1500
2023-08-26,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1600
2023-08-28,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2023-08-29,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2023-08-30,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2023-08-31,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2023-09-01,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2023-09-02,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,500
2023-09-04,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2023-09-05,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2023-09-06,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2023-09-07,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2023-09-08,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,500
2023-09-09,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,500
2023-09-11,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,600
2023-09-12,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,500
2023-09-13,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,500
2023-09-14,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,400
2023-09-15,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,400
2023-09-16,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,450
2023-09-19,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,400
2023-09-20,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,500
2023-09-21,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,450
2023-09-22,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,500
2023-09-23,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,500
2023-09-25,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,400
2023-09-26,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,350
2023-09-27,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,400
2023-09-30,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,400
2024-07-24,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2500
2024-07-25,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2500
2024-07-26,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1800
2024-07-27,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1500
2024-07-29,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1400
2024-07-30,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1100
2024-07-31,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1100
2024-08-05,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2024-08-06,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2024-08-07,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2024-08-08,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2024-08-09,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,600
2024-08-10,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,600
2024-08-12,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,550
2024-08-13,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,600
2024-08-14,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,600
2024-08-16,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,600
2024-08-17,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2024-08-19,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2024-08-20,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,600
2024-08-21,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,600
2024-08-22,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,650
2024-08-23,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2024-08-24,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2024-08-26,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,850
2024-08-27,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2024-08-28,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2024-08-29,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2024-08-30,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2024-08-31,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2024-09-02,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2024-09-03,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2024-09-04,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2024-09-05,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2024-09-06,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2024-09-07,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2024-09-09,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1100
2024-09-10,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2024-09-11,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,700
2024-09-12,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2024-09-13,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2024-09-14,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2024-09-17,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,800
2024-09-18,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,800
2024-09-19,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2024-09-20,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2024-09-21,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,800
2024-09-23,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2024-09-24,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2024-09-25,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2024-09-26,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1200
2024-09-27,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1200
2024-09-28,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1200
2024-09-30,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1200
2025-06-20,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,800
2025-06-21,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1200
2025-06-23,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2025-06-24,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,950
2025-06-25,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2025-06-26,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1100
2025-06-27,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2025-06-28,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2025-06-30,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2025-07-01,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2025-07-01,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2025-07-03,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1000
2025-07-04,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1200
2025-07-05,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1100
2025-07-07,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2025-07-08,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,750
2025-07-09,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,750
2025-07-10,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-07-11,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-07-12,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-07-14,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1750
2025-07-15,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-07-16,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2000
2025-07-17,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1500
2025-07-18,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1500
2025-07-19,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2200
2025-07-21,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2300
2025-07-22,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2300
2025-07-23,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2300
2025-07-24,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2300
2025-07-25,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2300
2025-07-28,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2750
2025-07-29,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2750
2025-07-30,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2750
2025-07-31,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2500
2025-08-01,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2750
2025-08-02,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2000
2025-08-04,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1900
2025-08-05,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1900
2025-08-06,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1900
2025-08-07,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2000
2025-08-08,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1800
2025-08-11,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1900
2025-08-12,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-08-13,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-08-14,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1400
2025-08-16,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1400
2025-08-18,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1900
2025-08-19,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1900
2025-08-20,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2000
2025-08-21,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2050
2025-08-22,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2400
2025-08-23,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2200
2025-08-25,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2800
2025-08-26,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2500
2025-08-28,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2200
2025-08-29,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2000
2025-08-30,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2000
2025-09-01,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2025-09-04,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-09-06,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-09-08,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-09-09,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-09-10,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1750
2025-09-11,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1700
2025-09-12,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-09-13,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-09-15,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,900
2025-09-16,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1100
2025-09-17,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,800
2025-09-18,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,750
2025-09-19,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,750
2025-09-20,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-09-22,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1750
2025-09-23,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,2300
2025-09-24,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1750
2025-09-25,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1750
2025-09-26,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1900
2025-09-27,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2025-09-29,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1100
2025-09-30,Karnataka,Chamarajanagar,Chamaraj Nagar,Tomato,1300
2023-08-04,Karnataka,Bangalore,Channapatana,Tomato,8500
2023-08-05,Karnataka,Bangalore,Channapatana,Tomato,6500
2023-08-07,Karnataka,Bangalore,Channapatana,Tomato,5500
2023-08-08,Karnataka,Bangalore,Channapatana,Tomato,5000
2023-08-09,Karnataka,Bangalore,Channapatana,Tomato,4000
2023-08-10,Karnataka,Bangalore,Channapatana,Tomato,4000
2023-08-11,Karnataka,Bangalore,Channapatana,Tomato,4000
2023-08-12,Karnataka,Bangalore,Channapatana,Tomato,3000
2023-08-14,Karnataka,Bangalore,Channapatana,Tomato,3000
2023-08-17,Karnataka,Bangalore,Channapatana,Tomato,2500
2023-08-18,Karnataka,Bangalore,Channapatana,Tomato,1750
2023-08-19,Karnataka,Bangalore,Channapatana,Tomato,1500
2023-08-21,Karnataka,Bangalore,Channapatana,Tomato,1750
2023-08-22,Karnataka,Bangalore,Channapatana,Tomato,1750
2023-08-23,Karnataka,Bangalore,Channapatana,Tomato,2500
2023-08-24,Karnataka,Bangalore,Channapatana,Tomato,1750
2023-08-28,Karnataka,Bangalore,Channapatana,Tomato,1250
2023-08-29,Karnataka,Bangalore,Channapatana,Tomato,1200
2023-08-30,Karnataka,Bangalore,Channapatana,Tomato,1200
2023-08-31,Karnataka,Bangalore,Channapatana,Tomato,1200
2023-09-01,Karnataka,Bangalore,Channapatana,Tomato,1200
2023-09-02,Karnataka,Bangalore,Channapatana,Tomato,750
2023-09-04,Karnataka,Bangalore,Channapatana,Tomato,750
2023-09-05,Karnataka,Bangalore,Channapatana,Tomato,700
2023-09-09,Karnataka,Bangalore,Channapatana,Tomato,650
2023-09-11,Karnataka,Bangalore,Channapatana,Tomato,550
2023-09-12,Karnataka,Bangalore,Channapatana,Tomato,600
2023-09-13,Karnataka,Bangalore,Channapatana,Tomato,550
2023-09-14,Karnataka,Bangalore,Channapatana,Tomato,550
2023-09-15,Karnataka,Bangalore,Channapatana,Tomato,600
2023-09-16,Karnataka,Bangalore,Channapatana,Tomato,550
2023-09-20,Karnataka,Bangalore,Channapatana,Tomato,500
2023-09-21,Karnataka,Bangalore,Channapatana,Tomato,550
2023-09-22,Karnataka,Bangalore,Channapatana,Tomato,600
2023-09-23,Karnataka,Bangalore,Channapatana,Tomato,600
2023-09-25,Karnataka,Bangalore,Channapatana,Tomato,600
2025-09-16,Karnataka,Bangalore,Channapatana,Tomato,2300
2025-09-17,Karnataka,Bangalore,Channapatana,Tomato,2250
2025-09-18,Karnataka,Bangalore,Channapatana,Tomato,2750
2025-09-19,Karnataka,Bangalore,Channapatana,Tomato,900
2025-09-20,Karnataka,Bangalore,Channapatana,Tomato,750
2025-09-22,Karnataka,Bangalore,Channapatana,Tomato,2400
2025-09-23,Karnataka,Bangalore,Channapatana,Tomato,2000
2025-09-24,Karnataka,Bangalore,Channapatana,Tomato,1500
2025-09-25,Karnataka,Bangalore,Channapatana,Tomato,1300
2025-09-26,Karnataka,Bangalore,Channapatana,Tomato,1100
2025-09-29,Karnataka,Bangalore,Channapatana,Tomato,2000
2024-08-10,Karnataka,Hassan,Channarayapatna,Tomato,4000
2024-08-18,Karnataka,Hassan,Channarayapatna,Tomato,2000
2024-08-19,Karnataka,Hassan,Channarayapatna,Tomato,4000
2024-08-29,Karnataka,Hassan,Channarayapatna,Tomato,2000
2024-09-28,Karnataka,Hassan,Channarayapatna,Tomato,2000
2025-06-24,Karnataka,Hassan,Channarayapatna,Tomato,2000
2025-07-02,Karnataka,Hassan,Channarayapatna,Tomato,2000
2025-07-05,Karnataka,Hassan,Channarayapatna,Tomato,2000
2025-07-18,Karnataka,Hassan,Channarayapatna,Tomato,2000
2025-07-23,Karnataka,Hassan,Channarayapatna,Tomato,2000
2025-08-01,Karnataka,Hassan,Channarayapatna,Tomato,2000
2025-08-02,Karnataka,Hassan,Channarayapatna,Tomato,4000
2025-08-04,Karnataka,Hassan,Channarayapatna,Tomato,4000
2025-08-22,Karnataka,Hassan,Channarayapatna,Tomato,2000
2025-09-14,Karnataka,Hassan,Channarayapatna,Tomato,2000
2023-08-04,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,8200
2023-08-05,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,6070
2023-08-06,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,6400
2023-08-07,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,6700
2023-08-08,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,6400
2023-08-09,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,4600
2023-08-11,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,4300
2023-08-12,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,3600
2023-08-13,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,3900
2023-08-18,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1800
2023-08-19,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1900
2023-08-20,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1700
2023-08-21,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1600
2023-08-25,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1400
2023-08-26,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1000
2023-08-27,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1180
2023-09-01,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,890
2023-09-02,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,900
2023-09-03,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,900
2023-09-19,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,540
2023-09-25,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,500
2023-09-26,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,500
2023-09-27,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,600
2024-08-04,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1500
2024-08-27,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1070
2024-09-09,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1150
2024-09-10,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1038
2024-09-20,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,3200
2024-09-21,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,3200
2024-09-22,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,2040
2024-09-23,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,2300
2024-09-25,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,2300
2024-09-27,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,2500
2024-09-28,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,2620
2024-09-29,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,2700
2024-09-30,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,2900
2025-06-20,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1000
2025-06-21,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1190
2025-06-22,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1190
2025-06-30,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1350
2025-08-15,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,2600
2025-09-05,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1250
2025-09-06,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1200
2025-09-22,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1150
2025-09-23,Karnataka,Chikkaballapura,Chickkaballapura,Tomato,1150
2023-08-04,Karnataka,Chikmagalur,Chikkamagalore,Tomato,9258
2023-08-05,Karnataka,Chikmagalur,Chikkamagalore,Tomato,8806
2023-08-07,Karnataka,Chikmagalur,Chikkamagalore,Tomato,7424
2023-08-08,Karnataka,Chikmagalur,Chikkamagalore,Tomato,8070
2023-08-09,Karnataka,Chikmagalur,Chikkamagalore,Tomato,8267
2023-08-10,Karnataka,Chikmagalur,Chikkamagalore,Tomato,8496
2023-08-11,Karnataka,Chikmagalur,Chikkamagalore,Tomato,5265
2023-08-14,Karnataka,Chikmagalur,Chikkamagalore,Tomato,4876
